-0.051879x + 11292.81+..~..=10331.049118509953	 9525 Points (+/- -238.20088149004732)	[8/14/2019 - 1:45:44]
-0.051940x + 11292.81+..~..=10330.180352825195	 9527 Points (+/- -239.06964717480514)	[8/14/2019 - 1:46:11]
-0.051971x + 11292.81+..~..=10326.907972502475	 9528 Points (+/- -245.21202749752592)	[8/14/2019 - 1:46:39]
-0.052032x + 11292.81+..~..=10326.098805017422	 9530 Points (+/- -246.0211949825789)	[8/14/2019 - 1:47:6]
-0.052093x + 11292.81+..~..=10326.42120853393	 9532 Points (+/- -244.54879146606982)	[8/14/2019 - 1:47:33]
-0.052154x + 11292.81+..~..=10325.576241351608	 9534 Points (+/- -245.39375864839167)	[8/14/2019 - 1:48:1]
-0.052214x + 11292.81+..~..=10324.512091055547	 9536 Points (+/- -246.67790894445352)	[8/14/2019 - 1:48:28]
-0.052245x + 11292.81+..~..=10324.088562056828	 9537 Points (+/- -247.10143794317264)	[8/14/2019 - 1:48:55]
-0.052306x + 11292.81+..~..=10323.238763791427	 9539 Points (+/- -247.9512362085734)	[8/14/2019 - 1:49:23]
-0.052367x + 11292.81+..~..=10326.57665456566	 9541 Points (+/- -240.3333454343392)	[8/14/2019 - 1:49:50]
-0.052428x + 11292.81+..~..=10325.634180340161	 9543 Points (+/- -241.27581965983882)	[8/14/2019 - 1:50:18]
-0.052489x + 11292.81+..~..=10325.592906956597	 9545 Points (+/- -240.3970930434025)	[8/14/2019 - 1:50:45]
-0.052519x + 11292.81+..~..=10325.112394085338	 9546 Points (+/- -240.87760591466213)	[8/14/2019 - 1:51:12]
-0.052580x + 11292.81+..~..=10325.428959836741	 9548 Points (+/- -239.27104016325939)	[8/14/2019 - 1:51:40]
-0.052641x + 11292.81+..~..=10324.443798195229	 9550 Points (+/- -240.256201804772)	[8/14/2019 - 1:52:7]
-0.052702x + 11292.81+..~..=10324.185654460447	 9552 Points (+/- -239.7743455395521)	[8/14/2019 - 1:52:35]
-0.052763x + 11292.81+..~..=10323.189038888791	 9554 Points (+/- -240.77096111120773)	[8/14/2019 - 1:53:2]
-0.052794x + 11292.81+..~..=10322.691294753176	 9555 Points (+/- -241.26870524682272)	[8/14/2019 - 1:53:29]
-0.052855x + 11292.81+..~..=10323.031887797903	 9557 Points (+/- -239.56811220209784)	[8/14/2019 - 1:53:57]
-0.052915x + 11292.81+..~..=10319.150854283505	 9559 Points (+/- -246.3391457164944)	[8/14/2019 - 1:54:24]
-0.052976x + 11292.81+..~..=10318.187070768869	 9561 Points (+/- -247.3029292311312)	[8/14/2019 - 1:54:51]
-0.053036x + 11292.81+..~..=10318.33406217108	 9563 Points (+/- -246.0359378289213)	[8/14/2019 - 1:55:19]
-0.053066x + 11292.81+..~..=10317.842995613477	 9564 Points (+/- -246.5270043865239)	[8/14/2019 - 1:55:46]
-0.053127x + 11292.81+..~..=10316.861756103106	 9566 Points (+/- -247.50824389689478)	[8/14/2019 - 1:56:14]
-0.053186x + 11292.81+..~..=10311.41933685273	 9568 Points (+/- -257.4906631472695)	[8/14/2019 - 1:56:41]
-0.053246x + 11292.81+..~..=10310.516135157533	 9570 Points (+/- -258.3938648424664)	[8/14/2019 - 1:57:8]
-0.053305x + 11292.81+..~..=10309.056892280618	 9572 Points (+/- -260.4131077193815)	[8/14/2019 - 1:57:36]
-0.053335x + 11292.81+..~..=10308.609303083163	 9573 Points (+/- -260.8606969168359)	[8/14/2019 - 1:58:3]
-0.053394x + 11292.81+..~..=10309.895492650563	 9575 Points (+/- -257.3745073494374)	[8/14/2019 - 1:58:30]
-0.053454x + 11292.81+..~..=10308.963545108332	 9577 Points (+/- -258.3064548916682)	[8/14/2019 - 1:58:58]
-0.053513x + 11292.81+..~..=10306.633002145601	 9579 Points (+/- -262.0469978543988)	[8/14/2019 - 1:59:25]
-0.053572x + 11292.81+..~..=10305.723504112833	 9581 Points (+/- -262.95649588716697)	[8/14/2019 - 1:59:53]
-0.053602x + 11292.81+..~..=10305.268634116406	 9582 Points (+/- -263.41136588359404)	[8/14/2019 - 2:0:20]
-0.053661x + 11292.81+..~..=10305.047802126512	 9584 Points (+/- -262.9321978734879)	[8/14/2019 - 2:0:47]
-0.053720x + 11292.81+..~..=10304.126965904878	 9586 Points (+/- -263.853034095122)	[8/14/2019 - 2:1:15]
-0.053779x + 11292.81+..~..=10304.525788400906	 9588 Points (+/- -262.1142115990933)	[8/14/2019 - 2:1:42]
-0.053838x + 11292.81+..~..=10303.585111726743	 9590 Points (+/- -263.05488827325644)	[8/14/2019 - 2:2:9]
-0.053867x + 11292.81+..~..=10299.005929196104	 9591 Points (+/- -271.7740708038964)	[8/14/2019 - 2:2:37]
-0.053925x + 11292.81+..~..=10298.12697607707	 9593 Points (+/- -272.6530239229305)	[8/14/2019 - 2:3:4]
-0.053983x + 11292.81+..~..=10284.977806894265	 9595 Points (+/- -298.16219310573433)	[8/14/2019 - 2:3:32]
-0.054039x + 11292.81+..~..=10284.27569093611	 9597 Points (+/- -298.86430906388887)	[8/14/2019 - 2:3:59]
-0.054095x + 11292.81+..~..=10267.73378965004	 9599 Points (+/- -331.35621034996075)	[8/14/2019 - 2:4:26]
-0.054122x + 11292.81+..~..=10267.492380876278	 9600 Points (+/- -331.5976191237223)	[8/14/2019 - 2:4:54]
-0.054176x + 11292.81+..~..=10267.003241514712	 9602 Points (+/- -332.08675848528765)	[8/14/2019 - 2:5:21]
-0.054230x + 11292.81+..~..=10263.932476679829	 9604 Points (+/- -337.7675233201717)	[8/14/2019 - 2:5:48]
-0.054284x + 11292.81+..~..=10263.463151384032	 9606 Points (+/- -338.2368486159685)	[8/14/2019 - 2:6:16]
-0.054310x + 11292.81+..~..=10257.028426337496	 9607 Points (+/- -350.91157366250445)	[8/14/2019 - 2:6:43]
-0.054363x + 11292.81+..~..=10256.631722915365	 9609 Points (+/- -351.30827708463585)	[8/14/2019 - 2:7:10]
-0.054415x + 11292.81+..~..=10254.74572584005	 9611 Points (+/- -354.6842741599503)	[8/14/2019 - 2:7:38]
-0.054468x + 11292.81+..~..=10254.350490705043	 9613 Points (+/- -355.07950929495746)	[8/14/2019 - 2:8:5]
-0.054520x + 11292.81+..~..=10251.390595206347	 9615 Points (+/- -360.6294047936535)	[8/14/2019 - 2:8:32]
-0.054546x + 11292.81+..~..=10251.202105683451	 9616 Points (+/- -360.8178943165494)	[8/14/2019 - 2:9:0]
-0.054598x + 11292.81+..~..=10251.45715094889	 9618 Points (+/- -360.5628490511099)	[8/14/2019 - 2:9:27]
-0.054650x + 11292.81+..~..=10255.092183515308	 9620 Points (+/- -352.8578164846931)	[8/14/2019 - 2:9:54]
-0.054703x + 11292.81+..~..=10256.089253191747	 9622 Points (+/- -350.41074680825295)	[8/14/2019 - 2:10:22]
-0.054755x + 11292.81+..~..=10255.6189172427	 9624 Points (+/- -350.88108275729974)	[8/14/2019 - 2:10:49]
-0.054781x + 11292.81+..~..=10255.380969594204	 9625 Points (+/- -351.11903040579637)	[8/14/2019 - 2:11:17]
-0.054834x + 11292.81+..~..=10255.511586827643	 9627 Points (+/- -350.36841317235667)	[8/14/2019 - 2:11:44]
-0.054886x + 11292.81+..~..=10255.015361297867	 9629 Points (+/- -350.86463870213265)	[8/14/2019 - 2:12:11]
-0.054938x + 11292.81+..~..=10257.472668631517	 9631 Points (+/- -347.85733136848285)	[8/14/2019 - 2:12:39]
-0.054990x + 11292.81+..~..=10256.981296279018	 9633 Points (+/- -348.3487037209816)	[8/14/2019 - 2:13:6]
-0.055017x + 11292.81+..~..=10262.957779568736	 9634 Points (+/- -336.10222043126305)	[8/14/2019 - 2:13:33]
-0.055070x + 11292.81+..~..=10262.36645303814	 9636 Points (+/- -336.6935469618602)	[8/14/2019 - 2:14:1]
-0.055122x + 11292.81+..~..=10261.769591671089	 9638 Points (+/- -337.2904083289104)	[8/14/2019 - 2:14:28]
-0.055175x + 11292.81+..~..=10261.325188179	 9640 Points (+/- -337.57481182099946)	[8/14/2019 - 2:14:56]
-0.055228x + 11292.81+..~..=10260.477371472609	 9642 Points (+/- -338.66262852739055)	[8/14/2019 - 2:15:23]
-0.055254x + 11292.81+..~..=10260.17243594047	 9643 Points (+/- -338.96756405952874)	[8/14/2019 - 2:15:50]
-0.055307x + 11292.81+..~..=10259.558961838107	 9645 Points (+/- -339.58103816189214)	[8/14/2019 - 2:16:18]
-0.055359x + 11292.81+..~..=10260.04576975203	 9647 Points (+/- -337.9742302479699)	[8/14/2019 - 2:16:45]
-0.055412x + 11292.81+..~..=10283.671144907541	 9649 Points (+/- -314.3488550924594)	[8/14/2019 - 2:17:12]
-0.055463x + 11292.81+..~..=10274.257018756374	 9651 Points (+/- -332.49298124362576)	[8/14/2019 - 2:17:40]
-0.055489x + 11292.81+..~..=10273.91127397739	 9652 Points (+/- -332.83872602261)	[8/14/2019 - 2:18:7]
-0.055540x + 11292.81+..~..=10283.702594508084	 9654 Points (+/- -312.36740549191563)	[8/14/2019 - 2:18:35]
-0.055593x + 11292.81+..~..=10282.63252192291	 9656 Points (+/- -313.4374780770904)	[8/14/2019 - 2:19:2]
-0.055646x + 11292.81+..~..=10286.335054609335	 9658 Points (+/- -304.89494539066436)	[8/14/2019 - 2:19:29]
-0.055699x + 11292.81+..~..=10285.135886633092	 9660 Points (+/- -306.09411336690755)	[8/14/2019 - 2:19:57]
-0.055725x + 11292.81+..~..=10283.156655844952	 9661 Points (+/- -309.48334415504723)	[8/14/2019 - 2:20:24]
-0.055777x + 11292.81+..~..=10282.030618863912	 9663 Points (+/- -310.6093811360879)	[8/14/2019 - 2:20:52]
-0.055829x + 11292.81+..~..=10270.816502279793	 9665 Points (+/- -332.08349772020665)	[8/14/2019 - 2:21:19]
-0.055881x + 11292.81+..~..=10270.021197811591	 9667 Points (+/- -332.8788021884084)	[8/14/2019 - 2:21:46]
-0.055932x + 11292.81+..~..=10269.224249548644	 9669 Points (+/- -333.67575045135527)	[8/14/2019 - 2:22:14]
-0.055957x + 11292.81+..~..=10266.991856622883	 9670 Points (+/- -337.76814337711767)	[8/14/2019 - 2:22:41]
-0.056008x + 11292.81+..~..=10266.244175473974	 9672 Points (+/- -338.51582452602634)	[8/14/2019 - 2:23:8]
-0.056058x + 11292.81+..~..=10264.374345204951	 9674 Points (+/- -341.5356547950487)	[8/14/2019 - 2:23:36]
-0.056109x + 11292.81+..~..=10263.649850382348	 9676 Points (+/- -342.26014961765213)	[8/14/2019 - 2:24:3]
-0.056159x + 11292.81+..~..=10262.358523843102	 9678 Points (+/- -344.1214761568972)	[8/14/2019 - 2:24:30]
-0.056184x + 11292.81+..~..=10261.999929939357	 9679 Points (+/- -344.4800700606429)	[8/14/2019 - 2:24:58]
-0.056234x + 11292.81+..~..=10256.678469789358	 9681 Points (+/- -354.4615302106413)	[8/14/2019 - 2:25:25]
-0.056283x + 11292.81+..~..=10256.068317566822	 9683 Points (+/- -355.07168243317756)	[8/14/2019 - 2:25:52]
-0.056333x + 11292.81+..~..=10255.262180926928	 9685 Points (+/- -356.0678190730723)	[8/14/2019 - 2:26:20]
-0.056382x + 11292.81+..~..=10254.640505254996	 9687 Points (+/- -356.6894947450037)	[8/14/2019 - 2:26:47]
-0.056407x + 11292.81+..~..=10254.326878569253	 9688 Points (+/- -357.00312143074734)	[8/14/2019 - 2:27:14]
-0.056456x + 11292.81+..~..=10253.938578244835	 9690 Points (+/- -357.14142175516463)	[8/14/2019 - 2:27:42]
-0.056505x + 11292.81+..~..=10253.293871964828	 9692 Points (+/- -357.7861280351717)	[8/14/2019 - 2:28:9]
-0.056554x + 11292.81+..~..=10252.86805420582	 9694 Points (+/- -357.98194579418123)	[8/14/2019 - 2:28:37]
-0.056603x + 11292.81+..~..=10252.206831088359	 9696 Points (+/- -358.6431689116416)	[8/14/2019 - 2:29:4]
-0.056628x + 11292.81+..~..=10251.87430368511	 9697 Points (+/- -358.97569631489023)	[8/14/2019 - 2:29:31]
-0.056677x + 11292.81+..~..=10251.12733328619	 9699 Points (+/- -359.80266671381105)	[8/14/2019 - 2:29:59]
-0.056726x + 11292.81+..~..=10252.6821061644	 9701 Points (+/- -355.9978938355998)	[8/14/2019 - 2:30:26]
-0.056775x + 11292.81+..~..=10251.960078355285	 9703 Points (+/- -356.7199216447152)	[8/14/2019 - 2:30:54]
-0.056824x + 11292.81+..~..=10259.302642787288	 9705 Points (+/- -341.2273572127124)	[8/14/2019 - 2:31:21]
-0.056849x + 11292.81+..~..=10258.857916608367	 9706 Points (+/- -341.67208339163335)	[8/14/2019 - 2:31:48]
-0.056899x + 11292.81+..~..=10257.970553059182	 9708 Points (+/- -342.5594469408188)	[8/14/2019 - 2:32:16]
-0.056949x + 11292.81+..~..=10257.76239984728	 9710 Points (+/- -342.07760015271924)	[8/14/2019 - 2:32:43]
-0.056999x + 11292.81+..~..=10256.867248015313	 9712 Points (+/- -342.9727519846874)	[8/14/2019 - 2:33:11]
-0.057049x + 11292.81+..~..=10256.76961987694	 9714 Points (+/- -342.2603801230598)	[8/14/2019 - 2:33:38]
-0.057073x + 11292.81+..~..=10256.317023397834	 9715 Points (+/- -342.71297660216624)	[8/14/2019 - 2:34:5]
-0.057123x + 11292.81+..~..=10254.72068461598	 9717 Points (+/- -345.0093153840189)	[8/14/2019 - 2:34:33]
-0.057173x + 11292.81+..~..=10253.833614572099	 9719 Points (+/- -345.8963854279009)	[8/14/2019 - 2:35:0]
-0.057222x + 11292.81+..~..=10252.433822100542	 9721 Points (+/- -347.8161778994581)	[8/14/2019 - 2:35:27]
-0.057272x + 11292.81+..~..=10251.561028839002	 9723 Points (+/- -348.68897116099834)	[8/14/2019 - 2:35:55]
-0.057296x + 11292.81+..~..=10251.125450831485	 9724 Points (+/- -349.12454916851493)	[8/14/2019 - 2:36:22]
-0.057346x + 11292.81+..~..=10253.134775215549	 9726 Points (+/- -344.18522478445084)	[8/14/2019 - 2:36:50]
-0.057395x + 11292.81+..~..=10252.217508402011	 9728 Points (+/- -345.1024915979888)	[8/14/2019 - 2:37:17]
-0.057446x + 11292.81+..~..=10258.518770479206	 9730 Points (+/- -331.4612295207935)	[8/14/2019 - 2:37:45]
-0.057496x + 11292.81+..~..=10257.48636191518	 9732 Points (+/- -332.4936380848194)	[8/14/2019 - 2:38:12]
-0.057522x + 11292.81+..~..=10260.939098827172	 9733 Points (+/- -325.04090117282794)	[8/14/2019 - 2:38:39]
-0.057572x + 11292.81+..~..=10259.850259164503	 9735 Points (+/- -326.1297408354967)	[8/14/2019 - 2:39:7]
-0.057623x + 11292.81+..~..=10266.53505132243	 9737 Points (+/- -311.6149486775703)	[8/14/2019 - 2:39:34]
-0.057675x + 11292.81+..~..=10265.335485672795	 9739 Points (+/- -312.81451432720496)	[8/14/2019 - 2:40:2]
-0.057726x + 11292.81+..~..=10264.096071119613	 9741 Points (+/- -314.1039288803877)	[8/14/2019 - 2:40:29]
-0.057752x + 11292.81+..~..=10263.505101718058	 9742 Points (+/- -314.6948982819431)	[8/14/2019 - 2:40:57]
-0.057803x + 11292.81+..~..=10262.330020103725	 9744 Points (+/- -315.86997989627525)	[8/14/2019 - 2:41:24]
-0.057855x + 11292.81+..~..=10265.919230014491	 9746 Points (+/- -307.4507699855094)	[8/14/2019 - 2:41:51]
-0.057907x + 11292.81+..~..=10264.688656701028	 9748 Points (+/- -308.68134329897293)	[8/14/2019 - 2:42:19]
-0.057959x + 11292.81+..~..=10265.398340290267	 9750 Points (+/- -306.01165970973307)	[8/14/2019 - 2:42:46]
-0.057985x + 11292.81+..~..=10264.77701110353	 9751 Points (+/- -306.6329888964701)	[8/14/2019 - 2:43:13]
-0.058037x + 11292.81+..~..=10265.596411419785	 9753 Points (+/- -303.74358858021515)	[8/14/2019 - 2:43:41]
-0.058089x + 11292.81+..~..=10264.340555070015	 9755 Points (+/- -304.99944492998475)	[8/14/2019 - 2:44:8]
-0.058141x + 11292.81+..~..=10256.909947449572	 9757 Points (+/- -318.6600525504273)	[8/14/2019 - 2:44:36]
-0.058192x + 11292.81+..~..=10255.762852209562	 9759 Points (+/- -319.80714779043774)	[8/14/2019 - 2:45:3]
-0.058217x + 11292.81+..~..=10249.50315594673	 9760 Points (+/- -331.7968440532695)	[8/14/2019 - 2:45:30]
-0.058267x + 11292.81+..~..=10248.448002026038	 9762 Points (+/- -332.85199797396126)	[8/14/2019 - 2:45:58]
-0.058317x + 11292.81+..~..=10247.39835538154	 9764 Points (+/- -333.9016446184596)	[8/14/2019 - 2:46:25]
-0.058367x + 11292.81+..~..=10240.378276006773	 9766 Points (+/- -346.9817239932272)	[8/14/2019 - 2:46:52]
-0.058416x + 11292.81+..~..=10244.456850113518	 9768 Points (+/- -337.8331498864827)	[8/14/2019 - 2:47:20]
-0.058441x + 11292.81+..~..=10243.945327242885	 9769 Points (+/- -338.3446727571154)	[8/14/2019 - 2:47:47]
-0.058491x + 11292.81+..~..=10242.925809627493	 9771 Points (+/- -339.36419037250744)	[8/14/2019 - 2:48:15]
-0.058541x + 11292.81+..~..=10242.295643877536	 9773 Points (+/- -339.6043561224633)	[8/14/2019 - 2:48:42]
-0.058590x + 11292.81+..~..=10241.280041275872	 9775 Points (+/- -340.6199587241281)	[8/14/2019 - 2:49:9]
-0.058640x + 11292.81+..~..=10240.40702937704	 9777 Points (+/- -341.35297062296013)	[8/14/2019 - 2:49:37]
-0.058665x + 11292.81+..~..=10239.902162532742	 9778 Points (+/- -341.8578374672579)	[8/14/2019 - 2:50:4]
-0.058714x + 11292.81+..~..=10240.515026004385	 9780 Points (+/- -339.6149739956145)	[8/14/2019 - 2:50:31]
-0.058764x + 11292.81+..~..=10239.491744108085	 9782 Points (+/- -340.638255891914)	[8/14/2019 - 2:50:59]
-0.058814x + 11292.81+..~..=10245.249296467295	 9784 Points (+/- -328.0607035327048)	[8/14/2019 - 2:51:26]
-0.058864x + 11292.81+..~..=10244.148703829449	 9786 Points (+/- -329.1612961705505)	[8/14/2019 - 2:51:53]
-0.058890x + 11292.81+..~..=10244.822787821166	 9787 Points (+/- -327.2572121788344)	[8/14/2019 - 2:52:21]
-0.058940x + 11292.81+..~..=10243.715344624783	 9789 Points (+/- -328.3646553752169)	[8/14/2019 - 2:52:48]
-0.058990x + 11292.81+..~..=10242.61362389569	 9791 Points (+/- -329.46637610431026)	[8/14/2019 - 2:53:16]
-0.059040x + 11292.81+..~..=10237.191375661567	 9793 Points (+/- -339.26862433843235)	[8/14/2019 - 2:53:43]
-0.059090x + 11292.81+..~..=10236.153667910447	 9795 Points (+/- -340.3063320895526)	[8/14/2019 - 2:54:11]
-0.059114x + 11292.81+..~..=10233.10197923845	 9796 Points (+/- -345.9080207615498)	[8/14/2019 - 2:54:38]
-0.059163x + 11292.81+..~..=10232.101491954689	 9798 Points (+/- -346.90850804531146)	[8/14/2019 - 2:55:5]
-0.059213x + 11292.81+..~..=10235.80649542383	 9800 Points (+/- -338.47350457616994)	[8/14/2019 - 2:55:33]
-0.059262x + 11292.81+..~..=10234.757574186942	 9802 Points (+/- -339.52242581305836)	[8/14/2019 - 2:56:0]
-0.059312x + 11292.81+..~..=10231.814377482082	 9804 Points (+/- -344.3756225179186)	[8/14/2019 - 2:56:27]
-0.059336x + 11292.81+..~..=10231.304960527497	 9805 Points (+/- -344.8850394725032)	[8/14/2019 - 2:56:55]
-0.059386x + 11292.81+..~..=10230.289098741945	 9807 Points (+/- -345.90090125805546)	[8/14/2019 - 2:57:22]
-0.059435x + 11292.81+..~..=10228.21948235414	 9809 Points (+/- -349.04051764586075)	[8/14/2019 - 2:57:49]
-0.059484x + 11292.81+..~..=10227.223480132228	 9811 Points (+/- -350.03651986777186)	[8/14/2019 - 2:58:17]
-0.059532x + 11292.81+..~..=10226.082719664184	 9813 Points (+/- -351.3272803358159)	[8/14/2019 - 2:58:44]
-0.059557x + 11292.81+..~..=10225.588631728231	 9814 Points (+/- -351.82136827176873)	[8/14/2019 - 2:59:12]
-0.059605x + 11292.81+..~..=10224.304682388545	 9816 Points (+/- -353.40531761145394)	[8/14/2019 - 2:59:39]
-0.059654x + 11292.81+..~..=10223.325709692477	 9818 Points (+/- -354.38429030752195)	[8/14/2019 - 3:0:6]
-0.059703x + 11292.81+..~..=10222.438947489192	 9820 Points (+/- -355.1810525108085)	[8/14/2019 - 3:0:34]
-0.059751x + 11292.81+..~..=10221.46534279432	 9822 Points (+/- -356.15465720568136)	[8/14/2019 - 3:1:1]
-0.059775x + 11292.81+..~..=10223.346646703238	 9823 Points (+/- -351.89335329676214)	[8/14/2019 - 3:1:28]
-0.059824x + 11292.81+..~..=10222.351819071873	 9825 Points (+/- -352.88818092812653)	[8/14/2019 - 3:1:56]
-0.059872x + 11292.81+..~..=10219.798847536416	 9827 Points (+/- -357.01115246358313)	[8/14/2019 - 3:2:23]
-0.059921x + 11292.81+..~..=10218.827489554355	 9829 Points (+/- -357.98251044564495)	[8/14/2019 - 3:2:50]
-0.059969x + 11292.81+..~..=10217.85913210595	 9831 Points (+/- -358.9508678940492)	[8/14/2019 - 3:3:18]
-0.059993x + 11292.81+..~..=10216.998081835813	 9832 Points (+/- -360.1919181641879)	[8/14/2019 - 3:3:45]
-0.060041x + 11292.81+..~..=10216.038120220166	 9834 Points (+/- -361.1518797798344)	[8/14/2019 - 3:4:13]
-0.060089x + 11292.81+..~..=10212.007184132744	 9836 Points (+/- -368.2728158672562)	[8/14/2019 - 3:4:40]
-0.060136x + 11292.81+..~..=10211.084901834716	 9838 Points (+/- -369.19509816528443)	[8/14/2019 - 3:5:8]
-0.060184x + 11292.81+..~..=10210.738898696745	 9840 Points (+/- -368.9611013032554)	[8/14/2019 - 3:5:35]
-0.060208x + 11292.81+..~..=10210.276772403238	 9841 Points (+/- -369.42322759676244)	[8/14/2019 - 3:6:2]
-0.060255x + 11292.81+..~..=10209.035887626229	 9843 Points (+/- -370.9841123737715)	[8/14/2019 - 3:6:30]
-0.060302x + 11292.81+..~..=10208.118882898969	 9845 Points (+/- -371.90111710103156)	[8/14/2019 - 3:6:57]
-0.060350x + 11292.81+..~..=10207.890574331883	 9847 Points (+/- -371.4394256681171)	[8/14/2019 - 3:7:24]
-0.060397x + 11292.81+..~..=10183.908361236225	 9849 Points (+/- -395.42163876377526)	[8/14/2019 - 3:7:52]
-0.060421x + 11292.81+..~..=10183.513864010687	 9850 Points (+/- -395.8161359893129)	[8/14/2019 - 3:8:19]
-0.060468x + 11292.81+..~..=10182.178236446214	 9852 Points (+/- -397.701763553785)	[8/14/2019 - 3:8:47]
-0.060515x + 11292.81+..~..=10181.39310900503	 9854 Points (+/- -398.48689099496914)	[8/14/2019 - 3:9:14]
-0.060561x + 11292.81+..~..=10177.744039059588	 9856 Points (+/- -405.0159609404127)	[8/14/2019 - 3:9:41]
-0.060608x + 11292.81+..~..=10176.975406236988	 9858 Points (+/- -405.7845937630118)	[8/14/2019 - 3:10:9]
-0.060631x + 11292.81+..~..=10172.701754834547	 9859 Points (+/- -413.95824516545326)	[8/14/2019 - 3:10:36]
-0.060677x + 11292.81+..~..=10171.954715995425	 9861 Points (+/- -414.7052840045744)	[8/14/2019 - 3:11:3]
-0.060722x + 11292.81+..~..=10162.73082353632	 9863 Points (+/- -432.42917646368005)	[8/14/2019 - 3:11:31]
-0.060767x + 11292.81+..~..=10162.029937212885	 9865 Points (+/- -433.1300627871151)	[8/14/2019 - 3:11:58]
-0.060789x + 11292.81+..~..=10161.679557629306	 9866 Points (+/- -433.4804423706937)	[8/14/2019 - 3:12:26]
-0.060834x + 11292.81+..~..=10161.446420489361	 9868 Points (+/- -433.2435795106394)	[8/14/2019 - 3:12:53]
-0.060878x + 11292.81+..~..=10160.743470167683	 9870 Points (+/- -433.94652983231754)	[8/14/2019 - 3:13:20]
-0.060923x + 11292.81+..~..=10157.941923551623	 9872 Points (+/- -438.85807644837587)	[8/14/2019 - 3:13:48]
-0.060967x + 11292.81+..~..=10157.031108948144	 9874 Points (+/- -439.9888910518566)	[8/14/2019 - 3:14:15]
-0.060989x + 11292.81+..~..=10156.686049209253	 9875 Points (+/- -440.3339507907476)	[8/14/2019 - 3:14:43]
-0.061033x + 11292.81+..~..=10155.99604289625	 9877 Points (+/- -441.02395710375094)	[8/14/2019 - 3:15:10]
-0.061077x + 11292.81+..~..=10158.617430405304	 9879 Points (+/- -435.0825695946969)	[8/14/2019 - 3:15:37]
-0.061121x + 11292.81+..~..=10157.9102692207	 9881 Points (+/- -435.78973077930095)	[8/14/2019 - 3:16:5]
-0.061166x + 11292.81+..~..=10158.96868909419	 9883 Points (+/- -432.96131090581)	[8/14/2019 - 3:16:32]
-0.061188x + 11292.81+..~..=10158.610670871758	 9884 Points (+/- -433.3193291282423)	[8/14/2019 - 3:16:59]
-0.061233x + 11292.81+..~..=10157.894841638801	 9886 Points (+/- -434.03515836119914)	[8/14/2019 - 3:17:27]
-0.061277x + 11292.81+..~..=10157.427983498834	 9888 Points (+/- -434.2520165011665)	[8/14/2019 - 3:17:54]
-0.061321x + 11292.81+..~..=10153.439974752913	 9890 Points (+/- -441.52002524708587)	[8/14/2019 - 3:18:22]
-0.061365x + 11292.81+..~..=10152.740767187533	 9892 Points (+/- -442.21923281246563)	[8/14/2019 - 3:18:49]
-0.061387x + 11292.81+..~..=10152.391247621636	 9893 Points (+/- -442.56875237836357)	[8/14/2019 - 3:19:16]
-0.061430x + 11292.81+..~..=10151.911236002356	 9895 Points (+/- -442.8287639976443)	[8/14/2019 - 3:19:44]
-0.061474x + 11292.81+..~..=10151.211459107184	 9897 Points (+/- -443.5285408928157)	[8/14/2019 - 3:20:11]
-0.061518x + 11292.81+..~..=10151.258038347329	 9899 Points (+/- -442.7319616526711)	[8/14/2019 - 3:20:38]
-0.061561x + 11292.81+..~..=10150.554874045543	 9901 Points (+/- -443.43512595445645)	[8/14/2019 - 3:21:6]
-0.061583x + 11292.81+..~..=10150.203389026852	 9902 Points (+/- -443.7866109731476)	[8/14/2019 - 3:21:33]
-0.061627x + 11292.81+..~..=10153.380524955746	 9904 Points (+/- -436.70947504425385)	[8/14/2019 - 3:22:1]
-0.061671x + 11292.81+..~..=10149.007412468658	 9906 Points (+/- -444.742587531342)	[8/14/2019 - 3:22:28]
-0.061714x + 11292.81+..~..=10148.303999239846	 9908 Points (+/- -445.44600076015377)	[8/14/2019 - 3:22:55]
-0.061758x + 11292.81+..~..=10148.259169940795	 9910 Points (+/- -444.83083005920525)	[8/14/2019 - 3:23:23]
-0.061779x + 11292.81+..~..=10147.906017106163	 9911 Points (+/- -445.1839828938373)	[8/14/2019 - 3:23:50]
-0.061823x + 11292.81+..~..=10147.199930463441	 9913 Points (+/- -445.89006953655917)	[8/14/2019 - 3:24:17]
-0.061866x + 11292.81+..~..=10148.64312509984	 9915 Points (+/- -442.2868749001609)	[8/14/2019 - 3:24:45]
-0.061910x + 11292.81+..~..=10147.926658653727	 9917 Points (+/- -443.0033413462734)	[8/14/2019 - 3:25:12]
-0.061953x + 11292.81+..~..=10148.165656778463	 9919 Points (+/- -441.8043432215363)	[8/14/2019 - 3:25:40]
-0.061975x + 11292.81+..~..=10147.805291429224	 9920 Points (+/- -442.1647085707755)	[8/14/2019 - 3:26:7]
-0.062019x + 11292.81+..~..=10148.720679077647	 9922 Points (+/- -439.6093209223527)	[8/14/2019 - 3:26:34]
-0.062062x + 11292.81+..~..=10147.992301096247	 9924 Points (+/- -440.33769890375333)	[8/14/2019 - 3:27:2]
-0.062106x + 11292.81+..~..=10148.71066177608	 9926 Points (+/- -438.1693382239191)	[8/14/2019 - 3:27:29]
-0.062149x + 11292.81+..~..=10147.975783426846	 9928 Points (+/- -438.90421657315346)	[8/14/2019 - 3:27:56]
